date,count
2020-01-02,2
2020-01-03,2
2020-01-04,2
2020-01-15,4
2020-01-16,4
2020-01-17,7
2020-01-18,17
2020-01-19,14
2020-01-20,17
2020-01-21,24
2020-01-22,17
2020-01-23,21
2020-01-24,24
2020-01-25,40
2020-01-26,11
2020-01-27,28
2020-01-28,42
2020-01-29,41
2020-01-30,38
2020-01-31,49
2020-02-01,65
2020-02-02,25
2020-02-03,50
2020-02-04,39
2020-02-05,46
2020-02-06,52
2020-02-07,52
2020-02-08,66
2020-02-09,36
2020-02-10,63
2020-02-11,61
2020-02-12,51
2020-02-13,58
2020-02-14,66
2020-02-15,80
2020-02-16,33
2020-02-17,58
2020-02-18,65
2020-02-19,76
2020-02-20,68
2020-02-21,89
2020-02-22,130
2020-02-23,56
2020-02-24,187
2020-02-25,192
2020-02-26,169
2020-02-27,142
2020-02-28,136
2020-02-29,152
2020-03-01,29
2020-03-02,106
2020-03-03,120
2020-03-04,125
2020-03-05,138
2020-03-06,158
2020-03-07,175
2020-03-08,72
2020-03-09,113
2020-03-10,126
2020-03-11,142
2020-03-12,147
2020-03-13,148
2020-03-14,153
2020-03-15,74
2020-03-16,117
2020-03-17,92
2020-03-18,88
2020-03-19,88
2020-03-20,106
2020-03-21,132
2020-03-22,67
2020-03-23,123
2020-03-24,104
2020-03-25,111
2020-03-26,105
2020-03-27,107
2020-03-28,124
2020-03-29,72
2020-03-30,107
2020-03-31,98
2020-04-01,81
2020-04-02,70
2020-04-03,76
2020-04-04,90
2020-04-05,29
2020-04-06,146
2020-04-07,157
2020-04-08,161
2020-04-09,176
2020-04-10,166
2020-04-11,282
2020-04-12,96
2020-04-13,136
2020-04-14,251
2020-04-15,239
2020-04-16,237
2020-04-17,242
2020-04-18,246
2020-04-19,38
2020-04-20,68
2020-04-21,71
2020-04-22,86
2020-04-23,96
2020-04-24,112
2020-04-25,117
2020-04-26,57
2020-04-27,166
2020-04-28,160
2020-04-29,167
2020-04-30,180
2020-05-01,149
2020-05-02,257
2020-05-03,65
2020-05-04,145
2020-05-05,135
2020-05-06,139
2020-05-07,151
2020-05-08,167
2020-05-09,178
2020-05-10,82
2020-05-11,164
2020-05-12,183
2020-05-13,201
2020-05-14,198
2020-05-15,202
2020-05-16,219
2020-05-17,107
2020-05-18,241
2020-05-19,263
2020-05-20,259
2020-05-21,256
2020-05-22,366
2020-05-23,385
2020-05-24,163
2020-05-25,247
2020-05-26,253
2020-05-27,239
2020-05-28,248
2020-05-29,268
2020-05-30,312
2020-05-31,129
2020-06-01,162
2020-06-02,333
2020-06-03,339
2020-06-04,342
2020-06-05,348
2020-06-06,358
2020-06-07,202
2020-06-08,336
2020-06-09,336
2020-06-10,361
2020-06-11,336
2020-06-12,427
2020-06-13,420
2020-06-14,95
2020-06-15,235
2020-06-16,242
2020-06-17,239
2020-06-18,241
2020-06-19,249
2020-06-20,260
2020-06-21,121
2020-06-22,221
2020-06-23,223
2020-06-24,224
2020-06-25,238
2020-06-26,229
2020-06-27,256
2020-06-28,147
2020-06-29,241
2020-06-30,226
2020-07-01,186
2020-07-02,199
2020-07-03,208
2020-07-04,233
2020-07-05,117
2020-07-06,256
2020-07-07,251
2020-07-08,248
2020-07-09,255
2020-07-10,270
2020-07-11,287
2020-07-12,147
2020-07-13,265
2020-07-14,283
2020-07-15,271
2020-07-16,293
2020-07-17,285
2020-07-18,324
2020-07-19,159
2020-07-20,245
2020-07-21,241
2020-07-22,259
2020-07-23,276
2020-07-24,289
2020-07-25,308
2020-07-26,150
2020-07-27,279
2020-07-28,288
2020-07-29,288
2020-07-30,288
2020-07-31,295
2020-08-01,307
2020-08-02,178
2020-08-03,297
2020-08-04,304
2020-08-05,299
2020-08-06,292
2020-08-07,328
2020-08-08,357
2020-08-09,227
2020-08-10,356
2020-08-11,373
2020-08-12,379
2020-08-13,407
2020-08-14,426
2020-08-15,326
2020-08-16,222
2020-08-17,407
2020-08-18,398
2020-08-19,395
2020-08-20,416
2020-08-21,426
2020-08-22,468
2020-08-23,289
2020-08-24,410
2020-08-25,418
2020-08-26,414
2020-08-27,426
2020-08-28,432
2020-08-29,464
2020-08-30,307
2020-08-31,422
2020-09-01,386
2020-09-02,365
2020-09-03,363
2020-09-04,365
2020-09-05,370
2020-09-06,155
2020-09-07,293
2020-09-08,312
2020-09-09,300
2020-09-10,319
2020-09-11,345
2020-09-12,371
2020-09-13,195
2020-09-14,312
2020-09-15,319
2020-09-16,320
2020-09-17,323
2020-09-18,360
2020-09-19,364
2020-09-20,190
2020-09-21,288
2020-09-22,267
2020-09-23,272
2020-09-24,283
2020-09-25,291
2020-09-26,324
2020-09-27,188
2020-09-28,324
2020-09-29,323
2020-09-30,331
2020-10-01,358
2020-10-02,372
2020-10-03,229
2020-10-04,183
2020-10-05,311
2020-10-06,329
2020-10-07,322
2020-10-08,316
2020-10-09,341
2020-10-10,347
2020-10-11,155
2020-10-12,279
2020-10-13,285
2020-10-14,290
2020-10-15,318
2020-10-16,323
2020-10-17,317
2020-10-18,152
2020-10-19,221
2020-10-20,229
2020-10-21,233
2020-10-22,237
2020-10-23,243
2020-10-24,269
2020-10-25,111
2020-10-26,240
2020-10-27,244
2020-10-28,256
2020-10-29,254
2020-10-30,274
2020-10-31,270
2020-11-01,92
2020-11-02,303
2020-11-03,302
2020-11-04,311
2020-11-05,307
2020-11-06,324
2020-11-07,321
2020-11-08,154
2020-11-09,246
2020-11-10,232
2020-11-11,236
2020-11-12,251
2020-11-13,254
2020-11-14,293
2020-11-15,162
2020-11-16,259
2020-11-17,297
2020-11-18,290
2020-11-19,309
2020-11-20,309
2020-11-21,326
2020-11-22,168
2020-11-23,259
2020-11-24,255
2020-11-25,243
2020-11-26,255
2020-11-27,267
2020-11-28,272
2020-11-29,129
2020-11-30,267
2020-12-01,281
2020-12-02,275
2020-12-03,274
2020-12-04,282
2020-12-05,295
2020-12-06,193
2020-12-07,264
2020-12-08,278
2020-12-09,276
2020-12-10,256
2020-12-11,283
2020-12-12,291
2020-12-13,139
2020-12-14,200
2020-12-15,202
2020-12-16,201
2020-12-17,192
2020-12-18,212
2020-12-19,238
2020-12-20,159
2020-12-21,295
2020-12-22,319
2020-12-23,315
2020-12-24,348
2020-12-25,236
2020-12-26,236
2020-12-27,233
2020-12-28,449
2020-12-29,465
2020-12-30,454
2020-12-31,454
2021-01-01,232
2021-01-02,292
2021-01-03,156
2021-01-04,162
2021-01-05,164
2021-01-06,138
2021-01-07,160
2021-01-08,154
2021-01-09,159
2021-01-10,42
2021-01-11,66
2021-01-12,73
2021-01-13,66
2021-01-14,81
2021-01-15,76
2021-01-16,82
2021-01-17,40
2021-01-18,70
2021-01-19,76
2021-01-20,79
2021-01-21,76
2021-01-22,85
2021-01-23,99
2021-01-24,44
2021-01-25,86
2021-01-26,75
2021-01-27,74
2021-01-28,92
2021-01-29,83
2021-01-30,84
2021-01-31,29
2021-02-01,72
2021-02-02,69
2021-02-03,63
2021-02-04,66
2021-02-05,66
2021-02-06,82
2021-02-07,33
2021-02-08,100
2021-02-09,90
2021-02-10,93
2021-02-11,97
2021-02-12,110
2021-02-13,114
2021-02-14,51
2021-02-15,153
2021-02-16,146
2021-02-17,128
2021-02-18,119
2021-02-19,119
2021-02-20,108
2021-02-21,31
2021-02-22,90
2021-02-23,97
2021-02-24,110
2021-02-25,111
2021-02-26,111
2021-02-27,121
2021-02-28,54
2021-03-01,128
2021-03-02,142
2021-03-03,138
2021-03-04,145
2021-03-05,147
2021-03-06,151
2021-03-07,60
2021-03-08,116
2021-03-09,125
2021-03-10,125
2021-03-11,118
2021-03-12,122
2021-03-13,138
2021-03-14,44
2021-03-15,153
2021-03-16,143
2021-03-17,157
2021-03-18,175
2021-03-19,181
2021-03-20,187
2021-03-21,83
2021-03-22,147
2021-03-23,159
2021-03-24,148
2021-03-25,154
2021-03-26,173
2021-03-27,177
2021-03-28,73
2021-03-29,199
2021-03-30,211
2021-03-31,216
2021-04-01,244
2021-04-02,216
2021-04-03,345
2021-04-04,141
2021-04-05,190
2021-04-06,282
2021-04-07,284
2021-04-08,288
2021-04-09,287
2021-04-10,274
2021-04-11,66
2021-04-12,140
2021-04-13,145
2021-04-14,140
2021-04-15,143
2021-04-16,153
2021-04-17,177
2021-04-18,86
2021-04-19,132
2021-04-20,133
2021-04-21,131
2021-04-22,133
2021-04-23,128
2021-04-24,133
2021-04-25,40
2021-04-26,123
2021-04-27,123
2021-04-28,140
2021-04-29,143
2021-04-30,160
2021-05-01,55
2021-05-02,52
2021-05-03,184
2021-05-04,173
2021-05-05,178
2021-05-06,185
2021-05-07,201
2021-05-08,212
2021-05-09,117
2021-05-10,254
2021-05-11,243
2021-05-12,258
2021-05-13,240
2021-05-14,333
2021-05-15,340
2021-05-16,123
2021-05-17,240
2021-05-18,243
2021-05-19,255
2021-05-20,271
2021-05-21,285
2021-05-22,332
2021-05-23,126
2021-05-24,141
2021-05-25,310
2021-05-26,306
2021-05-27,305
2021-05-28,304
2021-05-29,322
2021-05-30,159
2021-05-31,272
2021-06-01,295
2021-06-02,288
2021-06-03,255
2021-06-04,366
2021-06-05,365
2021-06-06,92
2021-06-07,200
2021-06-08,209
2021-06-09,217
2021-06-10,239
2021-06-11,243
2021-06-12,241
2021-06-13,103
2021-06-14,233
2021-06-15,242
2021-06-16,251
2021-06-17,273
2021-06-18,272
2021-06-19,273
2021-06-20,128
2021-06-21,240
2021-06-22,237
2021-06-23,236
2021-06-24,230
2021-06-25,228
2021-06-26,268
2021-06-27,122
2021-06-28,253
2021-06-29,271
2021-06-30,255
2021-07-01,247
2021-07-02,248
2021-07-03,265
2021-07-04,122
2021-07-05,221
2021-07-06,227
2021-07-07,229
2021-07-08,238
2021-07-09,257
2021-07-10,284
2021-07-11,160
2021-07-12,283
2021-07-13,300
2021-07-14,292
2021-07-15,290
2021-07-16,317
2021-07-17,326
2021-07-18,164
2021-07-19,285
2021-07-20,293
2021-07-21,279
2021-07-22,279
2021-07-23,277
2021-07-24,309
2021-07-25,149
2021-07-26,261
2021-07-27,265
2021-07-28,269
2021-07-29,271
2021-07-30,271
2021-07-31,300
2021-08-01,111
2021-08-02,269
2021-08-03,284
2021-08-04,302
2021-08-05,296
2021-08-06,305
2021-08-07,337
2021-08-08,229
2021-08-09,368
2021-08-10,380
2021-08-11,376
2021-08-12,393
2021-08-13,416
2021-08-14,440
2021-08-15,266
2021-08-16,398
2021-08-17,393
2021-08-18,394
2021-08-19,402
2021-08-20,417
2021-08-21,435
2021-08-22,243
2021-08-23,378
2021-08-24,385
2021-08-25,379
2021-08-26,398
2021-08-27,403
2021-08-28,428
2021-08-29,250
2021-08-30,376
2021-08-31,395
2021-09-01,359
2021-09-02,353
2021-09-03,355
2021-09-04,376
2021-09-05,219
2021-09-06,372
2021-09-07,374
2021-09-08,394
2021-09-09,375
2021-09-10,389
2021-09-11,402
2021-09-12,219
2021-09-13,360
2021-09-14,359
2021-09-15,330
2021-09-16,346
2021-09-17,351
2021-09-18,381
2021-09-19,219
2021-09-20,345
2021-09-21,343
2021-09-22,344
2021-09-23,351
2021-09-24,362
2021-09-25,367
2021-09-26,211
2021-09-27,342
2021-09-28,348
2021-09-29,332
2021-09-30,335
2021-10-01,321
2021-10-02,334
2021-10-03,129
2021-10-04,285
2021-10-05,280
2021-10-06,275
2021-10-07,267
2021-10-08,270
2021-10-09,282
2021-10-10,167
2021-10-11,245
2021-10-12,234
2021-10-13,233
2021-10-14,236
2021-10-15,262
2021-10-16,259
2021-10-17,139
2021-10-18,225
2021-10-19,250
2021-10-20,262
2021-10-21,265
2021-10-22,271
2021-10-23,264
2021-10-24,134
2021-10-25,222
2021-10-26,223
2021-10-27,204
2021-10-28,216
2021-10-29,224
2021-10-30,258
2021-10-31,84
2021-11-01,114
2021-11-02,290
2021-11-03,284
2021-11-04,291
2021-11-05,270
2021-11-06,260
2021-11-07,80
2021-11-08,173
2021-11-09,190
2021-11-10,191
2021-11-11,207
2021-11-12,202
2021-11-13,221
2021-11-14,130
2021-11-15,207
2021-11-16,208
2021-11-17,200
2021-11-18,214
2021-11-19,230
2021-11-20,254
2021-11-21,131
2021-11-22,216
2021-11-23,217
2021-11-24,220
2021-11-25,230
2021-11-26,252
2021-11-27,261
2021-11-28,134
2021-11-29,238
2021-11-30,244
2021-12-01,262
2021-12-02,251
2021-12-03,265
2021-12-04,296
2021-12-05,185
2021-12-06,278
2021-12-07,281
2021-12-08,289
2021-12-09,289
2021-12-10,305
2021-12-11,331
2021-12-12,195
2021-12-13,267
2021-12-14,282
2021-12-15,286
2021-12-16,278
2021-12-17,287
2021-12-18,281
2021-12-19,147
2021-12-20,258
2021-12-21,270
2021-12-22,291
2021-12-23,315
2021-12-24,336
2021-12-25,247
2021-12-26,247
2021-12-27,446
2021-12-28,471
2021-12-29,477
2021-12-30,487
2021-12-31,490
2022-01-01,91
2022-01-02,89
2022-01-03,161
2022-01-04,152
2022-01-05,156
2022-01-06,121
2022-01-07,146
2022-01-08,148
2022-01-09,48
2022-01-10,81
2022-01-11,66
2022-01-12,64
2022-01-13,66
2022-01-14,72
2022-01-15,62
2022-01-16,22
2022-01-17,40
2022-01-18,42
2022-01-19,42
2022-01-20,43
2022-01-21,52
2022-01-22,65
2022-01-23,38
2022-01-24,51
2022-01-25,50
2022-01-26,58
2022-01-27,56
2022-01-28,71
2022-01-29,85
2022-01-30,31
2022-01-31,64
2022-02-01,75
2022-02-02,80
2022-02-03,72
2022-02-04,68
2022-02-05,78
2022-02-06,52
2022-02-07,82
2022-02-08,86
2022-02-09,88
2022-02-10,97
2022-02-11,100
2022-02-12,112
2022-02-13,65
2022-02-14,104
2022-02-15,106
2022-02-16,126
2022-02-17,123
2022-02-18,124
2022-02-19,138
2022-02-20,63
2022-02-21,100
2022-02-22,119
2022-02-23,111
2022-02-24,120
2022-02-25,121
2022-02-26,155
2022-02-27,74
2022-02-28,135
2022-03-01,152
2022-03-02,163
2022-03-03,150
2022-03-04,156
2022-03-05,167
2022-03-06,53
2022-03-07,121
2022-03-08,117
2022-03-09,112
2022-03-10,115
2022-03-11,106
2022-03-12,121
2022-03-13,43
2022-03-14,138
2022-03-15,149
2022-03-16,139
2022-03-17,141
2022-03-18,164
2022-03-19,167
2022-03-20,69
2022-03-21,140
2022-03-22,145
2022-03-23,152
2022-03-24,157
2022-03-25,165
2022-03-26,185
2022-03-27,68
2022-03-28,143
2022-03-29,163
2022-03-30,168
2022-03-31,162
2022-04-01,140
2022-04-02,160
2022-04-03,44
2022-04-04,93
2022-04-05,109
2022-04-06,103
2022-04-07,120
2022-04-08,128
2022-04-09,134
2022-04-10,48
2022-04-11,203
2022-04-12,220
2022-04-13,224
2022-04-14,264
2022-04-15,256
2022-04-16,432
2022-04-17,178
2022-04-18,198
2022-04-19,325
2022-04-20,306
2022-04-21,308
2022-04-22,290
2022-04-23,295
2022-04-24,77
2022-04-25,165
2022-04-26,168
2022-04-27,170
2022-04-28,168
2022-04-29,182
2022-04-30,199
2022-05-01,79
2022-05-02,190
2022-05-03,188
2022-05-04,184
2022-05-05,173
2022-05-06,186
2022-05-07,211
2022-05-08,91
2022-05-09,177
2022-05-10,173
2022-05-11,155
2022-05-12,157
2022-05-13,171
2022-05-14,183
2022-05-15,83
2022-05-16,182
2022-05-17,191
2022-05-18,190
2022-05-19,185
2022-05-20,197
2022-05-21,239
2022-05-22,124
2022-05-23,280
2022-05-24,273
2022-05-25,278
2022-05-26,234
2022-05-27,353
2022-05-28,379
2022-05-29,146
2022-05-30,262
2022-05-31,277
2022-06-01,264
2022-06-02,278
2022-06-03,303
2022-06-04,351
2022-06-05,169
2022-06-06,197
2022-06-07,356
2022-06-08,345
2022-06-09,342
2022-06-10,366
2022-06-11,383
2022-06-12,208
2022-06-13,317
2022-06-14,327
2022-06-15,346
2022-06-16,333
2022-06-17,427
2022-06-18,434
2022-06-19,114
2022-06-20,231
2022-06-21,227
2022-06-22,231
2022-06-23,225
2022-06-24,249
2022-06-25,273
2022-06-26,137
2022-06-27,267
2022-06-28,257
2022-06-29,252
2022-06-30,254
2022-07-01,266
2022-07-02,271
2022-07-03,118
2022-07-04,234
2022-07-05,244
2022-07-06,254
2022-07-07,258
2022-07-08,276
2022-07-09,322
2022-07-10,178
2022-07-11,267
2022-07-12,284
2022-07-13,292
2022-07-14,312
2022-07-15,309
2022-07-16,317
2022-07-17,193
2022-07-18,376
2022-07-19,390
2022-07-20,372
2022-07-21,344
2022-07-22,349
2022-07-23,361
2022-07-24,194
2022-07-25,310
2022-07-26,303
2022-07-27,306
2022-07-28,311
2022-07-29,320
2022-07-30,346
2022-07-31,133
2022-08-01,282
2022-08-02,273
2022-08-03,277
2022-08-04,296
2022-08-05,311
2022-08-06,328
2022-08-07,232
2022-08-08,351
2022-08-09,365
2022-08-10,380
2022-08-11,367
2022-08-12,379
2022-08-13,440
2022-08-14,276
2022-08-15,340
2022-08-16,445
2022-08-17,425
2022-08-18,419
2022-08-19,419
2022-08-20,434
2022-08-21,224
2022-08-22,360
2022-08-23,372
2022-08-24,367
2022-08-25,387
2022-08-26,393
2022-08-27,423
2022-08-28,258
2022-08-29,402
2022-08-30,395
2022-08-31,397
2022-09-01,393
2022-09-02,387
2022-09-03,399
2022-09-04,222
2022-09-05,377
2022-09-06,368
2022-09-07,366
2022-09-08,348
2022-09-09,373
2022-09-10,381
2022-09-11,210
2022-09-12,355
2022-09-13,370
2022-09-14,359
2022-09-15,347
2022-09-16,348
2022-09-17,378
2022-09-18,204
2022-09-19,353
2022-09-20,361
2022-09-21,370
2022-09-22,375
2022-09-23,382
2022-09-24,401
2022-09-25,215
2022-09-26,353
2022-09-27,336
2022-09-28,327
2022-09-29,323
2022-09-30,348
2022-10-01,369
2022-10-02,158
2022-10-03,204
2022-10-04,377
2022-10-05,369
2022-10-06,381
2022-10-07,377
2022-10-08,403
2022-10-09,201
2022-10-10,283
2022-10-11,273
2022-10-12,275
2022-10-13,288
2022-10-14,283
2022-10-15,294
2022-10-16,168
2022-10-17,260
2022-10-18,249
2022-10-19,244
2022-10-20,253
2022-10-21,276
2022-10-22,294
2022-10-23,135
2022-10-24,220
2022-10-25,202
2022-10-26,203
2022-10-27,232
2022-10-28,248
2022-10-29,286
2022-10-30,176
2022-10-31,335
2022-11-01,246
2022-11-02,298
2022-11-03,293
2022-11-04,297
2022-11-05,296
2022-11-06,128
2022-11-07,232
2022-11-08,249
2022-11-09,241
2022-11-10,244
2022-11-11,254
2022-11-12,267
2022-11-13,152
2022-11-14,276
2022-11-15,273
2022-11-16,265
2022-11-17,278
2022-11-18,288
2022-11-19,326
2022-11-20,185
2022-11-21,283
2022-11-22,287
2022-11-23,303
2022-11-24,291
2022-11-25,285
2022-11-26,302
2022-11-27,187
2022-11-28,297
2022-11-29,291
2022-11-30,285
2022-12-01,276
2022-12-02,300
2022-12-03,350
2022-12-04,225
2022-12-05,317
2022-12-06,296
2022-12-07,291
2022-12-08,298
2022-12-09,305
2022-12-10,325
2022-12-11,226
2022-12-12,315
2022-12-13,312
2022-12-14,309
2022-12-15,346
2022-12-16,338
2022-12-17,349
2022-12-18,199
2022-12-19,296
2022-12-20,305
2022-12-21,294
2022-12-22,306
2022-12-23,338
2022-12-24,410
2022-12-25,289
2022-12-26,303
2022-12-27,483
2022-12-28,476
2022-12-29,484
2022-12-30,473
2022-12-31,480
2023-01-01,125
2023-01-02,221
2023-01-03,204
2023-01-04,206
2023-01-05,224
2023-01-06,210
2023-01-07,266
2023-01-08,119
2023-01-09,144
2023-01-10,120
2023-01-11,117
2023-01-12,117
2023-01-13,139
2023-01-14,131
2023-01-15,68
2023-01-16,112
2023-01-17,99
2023-01-18,103
2023-01-19,107
2023-01-20,119
2023-01-21,132
2023-01-22,76
2023-01-23,108
2023-01-24,133
2023-01-25,129
2023-01-26,138
2023-01-27,136
2023-01-28,152
2023-01-29,83
2023-01-30,120
2023-01-31,114
2023-02-01,100
2023-02-02,99
2023-02-03,120
2023-02-04,113
2023-02-05,64
2023-02-06,104
2023-02-07,105
2023-02-08,114
2023-02-09,107
2023-02-10,108
2023-02-11,112
2023-02-12,41
2023-02-13,96
2023-02-14,87
2023-02-15,116
2023-02-16,145
2023-02-17,155
2023-02-18,182
2023-02-19,75
2023-02-20,188
2023-02-21,222
2023-02-22,208
2023-02-23,169
2023-02-24,194
2023-02-25,216
2023-02-26,68
2023-02-27,114
2023-02-28,115
2023-03-01,106
2023-03-02,143
2023-03-03,135
2023-03-04,158
2023-03-05,51
2023-03-06,95
2023-03-07,106
2023-03-08,105
2023-03-09,98
2023-03-10,97
2023-03-11,126
2023-03-12,54
2023-03-13,161
2023-03-14,167
2023-03-15,154
2023-03-16,156
2023-03-17,175
2023-03-18,177
2023-03-19,66
2023-03-20,158
2023-03-21,158
2023-03-22,174
2023-03-23,160
2023-03-24,168
2023-03-25,189
2023-03-26,58
2023-03-27,144
2023-03-28,143
2023-03-29,167
2023-03-30,176
2023-03-31,185
2023-04-01,218
2023-04-02,89
2023-04-03,236
2023-04-04,241
2023-04-05,245
2023-04-06,260
2023-04-07,237
2023-04-08,432
2023-04-09,171
2023-04-10,181
2023-04-11,328
2023-04-12,335
2023-04-13,341
2023-04-14,322
2023-04-15,337
2023-04-16,93
2023-04-17,168
2023-04-18,196
2023-04-19,202
2023-04-20,210
2023-04-21,221
2023-04-22,266
2023-04-23,94
2023-04-24,164
2023-04-25,147
2023-04-26,153
2023-04-27,169
2023-04-28,157
2023-04-29,190
2023-04-30,30
2023-05-01,43
2023-05-02,205
2023-05-03,216
2023-05-04,212
2023-05-05,222
2023-05-06,268
2023-05-07,97
2023-05-08,175
2023-05-09,186
2023-05-10,182
2023-05-11,194
2023-05-12,207
2023-05-13,250
2023-05-14,117
2023-05-15,298
2023-05-16,312
2023-05-17,320
2023-05-18,282
2023-05-19,414
2023-05-20,413
2023-05-21,164
2023-05-22,225
2023-05-23,218
2023-05-24,208
2023-05-25,225
2023-05-26,267
2023-05-27,302
2023-05-28,121
2023-05-29,148
2023-05-30,293
2023-05-31,283
2023-06-01,294
2023-06-02,305
2023-06-03,323
2023-06-04,183
2023-06-05,310
2023-06-06,275
2023-06-07,280
2023-06-08,259
2023-06-09,328
2023-06-10,327
2023-06-11,104
2023-06-12,184
2023-06-13,175
2023-06-14,166
2023-06-15,161
2023-06-16,173
2023-06-17,181
2023-06-18,85
2023-06-19,137
2023-06-20,145
2023-06-21,157
2023-06-22,160
2023-06-23,166
2023-06-24,166
2023-06-25,45
2023-06-26,125
2023-06-27,122
2023-06-28,121
2023-06-29,120
2023-06-30,122
2023-07-01,128
2023-07-02,56
2023-07-03,117
2023-07-04,134
2023-07-05,133
2023-07-06,141
2023-07-07,166
2023-07-08,175
2023-07-09,86
2023-07-10,137
2023-07-11,146
2023-07-12,146
2023-07-13,137
2023-07-14,144
2023-07-15,142
2023-07-16,76
2023-07-17,169
2023-07-18,171
2023-07-19,164
2023-07-20,179
2023-07-21,186
2023-07-22,186
2023-07-23,119
2023-07-24,182
2023-07-25,182
2023-07-26,194
2023-07-27,194
2023-07-28,181
2023-07-29,183
2023-07-30,59
2023-07-31,131
2023-08-01,139
2023-08-02,139
2023-08-03,148
2023-08-04,150
2023-08-05,163
2023-08-06,120
2023-08-07,224
2023-08-08,222
2023-08-09,225
2023-08-10,226
2023-08-11,229
2023-08-12,244
2023-08-13,185
2023-08-14,307
2023-08-15,271
2023-08-16,299
2023-08-17,293
2023-08-18,298
2023-08-19,298
2023-08-20,162
2023-08-21,252
2023-08-22,262
2023-08-23,259
2023-08-24,268
2023-08-25,285
2023-08-26,282
2023-08-27,164
2023-08-28,238
2023-08-29,244
2023-08-30,236
2023-08-31,239
2023-09-01,254
2023-09-02,263
2023-09-03,152
2023-09-04,233
2023-09-05,227
2023-09-06,238
2023-09-07,242
2023-09-08,237
2023-09-09,240
2023-09-10,135
2023-09-11,212
2023-09-12,217
2023-09-13,209
2023-09-14,203
2023-09-15,203
2023-09-16,213
2023-09-17,101
2023-09-18,165
2023-09-19,169
2023-09-20,173
2023-09-21,183
2023-09-22,171
2023-09-23,179
2023-09-24,110
2023-09-25,153
2023-09-26,163
2023-09-27,162
2023-09-28,168
2023-09-29,178
2023-09-30,189
2023-10-01,115
2023-10-02,268
2023-10-03,217
2023-10-04,231
2023-10-05,213
2023-10-06,212
2023-10-07,221
2023-10-08,77
2023-10-09,132
2023-10-10,114
2023-10-11,105
2023-10-12,103
2023-10-13,106
2023-10-14,112
2023-10-15,49
2023-10-16,86
2023-10-17,86
2023-10-18,101
2023-10-19,103
2023-10-20,102
2023-10-21,107
2023-10-22,40
2023-10-23,55
2023-10-24,64
2023-10-25,64
2023-10-26,61
2023-10-27,51
2023-10-28,55
2023-10-29,26
2023-10-30,141
2023-10-31,142
2023-11-01,115
2023-11-02,163
2023-11-03,167
2023-11-04,164
2023-11-05,25
2023-11-06,53
2023-11-07,52
2023-11-08,52
2023-11-09,52
2023-11-10,45
2023-11-11,49
2023-11-12,36
2023-11-13,78
2023-11-14,77
2023-11-15,77
2023-11-16,77
2023-11-17,77
2023-11-18,75
2023-11-19,18
2023-11-20,35
2023-11-21,51
2023-11-22,47
2023-11-23,41
2023-11-24,41
2023-11-25,51
2023-11-26,14
2023-11-27,30
2023-11-28,33
2023-11-29,33
2023-11-30,37
2023-12-01,42
2023-12-02,50
2023-12-03,10
2023-12-04,41
2023-12-05,47
2023-12-06,53
2023-12-07,51
2023-12-08,57
2023-12-09,65
2023-12-10,38
2023-12-11,56
2023-12-12,64
2023-12-13,60
2023-12-14,64
2023-12-15,62
2023-12-16,63
2023-12-17,19
2023-12-18,43
2023-12-19,51
2023-12-20,58
2023-12-21,60
2023-12-22,78
2023-12-23,85
2023-12-24,60
2023-12-25,60
2023-12-26,60
2023-12-27,213
2023-12-28,211
2023-12-29,208
2023-12-30,206
2023-12-31,56
2024-01-01,46
2024-01-02,51
2024-01-03,51
2024-01-04,45
2024-01-05,32
2024-01-06,21
2024-01-07,3
